,Text,Tweet Id,no_contract,tokenized,lower_case,punctuation_removed,stopwords_removed,Text_Cleaned,Target
8924,RT Giving away this new !! To WIN this just RETWEET &amp; FOLLOW ME. Good Luck https://t.co/GYa4sT…,1043138091500924930,RT Giving away this new !! To WIN this just RETWEET &amp; FOLLOW ME. Good Luck https://t.co/GYa4sT…,"['RT', 'Giving', 'away', 'this', 'new', '!', '!', 'To', 'WIN', 'this', 'just', 'RETWEET', '&', 'amp', ';', 'FOLLOW', 'ME', '.', 'Good', 'Luck', 'https', ':', '//t.co/GYa4sT…']","['rt', 'giving', 'away', 'this', 'new', '!', '!', 'to', 'win', 'this', 'just', 'retweet', '&', 'amp', ';', 'follow', 'me', '.', 'good', 'luck', 'https', ':', '//t.co/gya4st…']","['rt', 'giving', 'away', 'this', 'new', 'to', 'win', 'this', 'just', 'retweet', 'amp', 'follow', 'me', 'good', 'luck', 'https', '//t.co/gya4st…']","['rt', 'giving', 'away', 'new', 'win', 'retweet', 'amp', 'follow', 'good', 'luck', '//t.co/gya4st…']",rt giving away new win retweet amp follow good luck //t.co/gya4st…,0
14194,RT job fairy! we’re looking for some new part timers to help us handle the rush on and launch day https://…,1042455320507953152,RT job fairy! we are looking for some new part timers to help us handle the rush on and launch day https://…,"['RT', 'job', 'fairy', '!', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', ':', '//…']","['rt', 'job', 'fairy', '!', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', ':', '//…']","['rt', 'job', 'fairy', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', '//…']","['rt', 'job', 'fairy', 'looking', 'new', 'part', 'timers', 'help', 'us', 'handle', 'rush', 'launch', 'day', '//…']",rt job fairy looking new part timers help us handle rush launch day //…,0
14000,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042474810326962176,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
12943,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042651091651878912,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
3306,I think I’m in love with my screen. I was never able to type comfortably on the X and was always squin… https://t.co/Nc96dy7bFM,1043532704367693825,I think I am in love with my screen. I was never able to type comfortably on the X and was always squin… https://t.co/Nc96dy7bFM,"['I', 'think', 'I', 'am', 'in', 'love', 'with', 'my', 'screen', '.', 'I', 'was', 'never', 'able', 'to', 'type', 'comfortably', 'on', 'the', 'X', 'and', 'was', 'always', 'squin…', 'https', ':', '//t.co/Nc96dy7bFM']","['i', 'think', 'i', 'am', 'in', 'love', 'with', 'my', 'screen', '.', 'i', 'was', 'never', 'able', 'to', 'type', 'comfortably', 'on', 'the', 'x', 'and', 'was', 'always', 'squin…', 'https', ':', '//t.co/nc96dy7bfm']","['i', 'think', 'i', 'am', 'in', 'love', 'with', 'my', 'screen', 'i', 'was', 'never', 'able', 'to', 'type', 'comfortably', 'on', 'the', 'x', 'and', 'was', 'always', 'squin…', 'https', '//t.co/nc96dy7bfm']","['think', 'love', 'screen', 'never', 'able', 'type', 'comfortably', 'x', 'always', 'squin…', '//t.co/nc96dy7bfm']",think love screen never able type comfortably x always squin… //t.co/nc96dy7bfm,0
3461,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043514547775176704,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
13250,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042581668916162560,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
8653,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043140103386750976,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
11107,RT New looking 🔥. But that price tag? 🤢🤮🤮 We’re giving one away so you don’t have to break the bank. Win an by…,1042926767550472193,RT New looking 🔥. But that price tag? 🤢🤮🤮 we are giving one away so you do not have to break the bank. Win an by…,"['RT', 'New', 'looking', '🔥', '.', 'But', 'that', 'price', 'tag', '?', '🤢🤮🤮', 'we', 'are', 'giving', 'one', 'away', 'so', 'you', 'do', 'not', 'have', 'to', 'break', 'the', 'bank', '.', 'Win', 'an', 'by…']","['rt', 'new', 'looking', '🔥', '.', 'but', 'that', 'price', 'tag', '?', '🤢🤮🤮', 'we', 'are', 'giving', 'one', 'away', 'so', 'you', 'do', 'not', 'have', 'to', 'break', 'the', 'bank', '.', 'win', 'an', 'by…']","['rt', 'new', 'looking', '🔥', 'but', 'that', 'price', 'tag', '🤢🤮🤮', 'we', 'are', 'giving', 'one', 'away', 'so', 'you', 'do', 'not', 'have', 'to', 'break', 'the', 'bank', 'win', 'an', 'by…']","['rt', 'new', 'looking', '🔥', 'price', 'tag', '🤢🤮🤮', 'giving', 'one', 'away', 'break', 'bank', 'win', 'by…']",rt new looking 🔥 price tag 🤢🤮🤮 giving one away break bank win by…,0
5569,Just picked up my new So far so good! https://t.co/GTAVJ0dPnW,1043288536223506433,Just picked up my new So far so good! https://t.co/GTAVJ0dPnW,"['Just', 'picked', 'up', 'my', 'new', 'So', 'far', 'so', 'good', '!', 'https', ':', '//t.co/GTAVJ0dPnW']","['just', 'picked', 'up', 'my', 'new', 'so', 'far', 'so', 'good', '!', 'https', ':', '//t.co/gtavj0dpnw']","['just', 'picked', 'up', 'my', 'new', 'so', 'far', 'so', 'good', 'https', '//t.co/gtavj0dpnw']","['picked', 'new', 'far', 'good', '//t.co/gtavj0dpnw']",picked new far good //t.co/gtavj0dpnw,0
5523,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043291715140898816,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
7970,iPhoneXSMax noir,1043164853240836098,iPhoneXSMax noir,"['iPhoneXSMax', 'noir']","['iphonexsmax', 'noir']","['iphonexsmax', 'noir']","['iphonexsmax', 'noir']",iphonexsmax noir,0
13082,Fuck it’s been a year since they announced this now the 2018 ones..... times flies. https://t.co/NM79acvIHa,1042614133072515072,Fuck it is been a year since they announced this now the 2018 ones..... times flies. https://t.co/NM79acvIHa,"['Fuck', 'it', 'is', 'been', 'a', 'year', 'since', 'they', 'announced', 'this', 'now', 'the', '2018', 'ones', '.....', 'times', 'flies', '.', 'https', ':', '//t.co/NM79acvIHa']","['fuck', 'it', 'is', 'been', 'a', 'year', 'since', 'they', 'announced', 'this', 'now', 'the', '2018', 'ones', '.....', 'times', 'flies', '.', 'https', ':', '//t.co/nm79acviha']","['fuck', 'it', 'is', 'been', 'a', 'year', 'since', 'they', 'announced', 'this', 'now', 'the', '2018', 'ones', '.....', 'times', 'flies', 'https', '//t.co/nm79acviha']","['fuck', 'year', 'since', 'announced', '2018', 'ones', '.....', 'times', 'flies', '//t.co/nm79acviha']",fuck year since announced 2018 ones ..... times flies //t.co/nm79acviha,0
8593,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043141327112663045,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
7165,RT At one of the world's first Apple store openings for the launch of the and in Sydney. Queues are d…,1043200636869926915,RT At one of the world's first Apple store openings for the launch of the and in Sydney. Queues are d…,"['RT', 'At', 'one', 'of', 'the', 'world', ""'s"", 'first', 'Apple', 'store', 'openings', 'for', 'the', 'launch', 'of', 'the', 'and', 'in', 'Sydney', '.', 'Queues', 'are', 'd…']","['rt', 'at', 'one', 'of', 'the', 'world', ""'s"", 'first', 'apple', 'store', 'openings', 'for', 'the', 'launch', 'of', 'the', 'and', 'in', 'sydney', '.', 'queues', 'are', 'd…']","['rt', 'at', 'one', 'of', 'the', 'world', ""'s"", 'first', 'apple', 'store', 'openings', 'for', 'the', 'launch', 'of', 'the', 'and', 'in', 'sydney', 'queues', 'are', 'd…']","['rt', 'one', 'world', ""'s"", 'first', 'apple', 'store', 'openings', 'launch', 'sydney', 'queues', 'd…']",rt one world 's first apple store openings launch sydney queues d…,0
2378,RT New Video - iPhone XS Max - GOLD - Unboxing + Giveaway! https://t.co/t8UZXfjHiG via,1043631642303062016,RT New Video - iPhone XS Max - GOLD - Unboxing + Giveaway! https://t.co/t8UZXfjHiG via,"['RT', 'New', 'Video', '-', 'iPhone', 'XS', 'Max', '-', 'GOLD', '-', 'Unboxing', '+', 'Giveaway', '!', 'https', ':', '//t.co/t8UZXfjHiG', 'via']","['rt', 'new', 'video', '-', 'iphone', 'xs', 'max', '-', 'gold', '-', 'unboxing', '+', 'giveaway', '!', 'https', ':', '//t.co/t8uzxfjhig', 'via']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'gold', 'unboxing', 'giveaway', 'https', '//t.co/t8uzxfjhig', 'via']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'gold', 'unboxing', 'giveaway', '//t.co/t8uzxfjhig', 'via']",rt new video iphone xs max gold unboxing giveaway //t.co/t8uzxfjhig via,0
5315,Seeing the gold iPhone first hand was such a beautiful experience. Thank god I went with the gold one.,1043305320406233088,Seeing the gold iPhone first hand was such a beautiful experience. Thank god I went with the gold one.,"['Seeing', 'the', 'gold', 'iPhone', 'first', 'hand', 'was', 'such', 'a', 'beautiful', 'experience', '.', 'Thank', 'god', 'I', 'went', 'with', 'the', 'gold', 'one', '.']","['seeing', 'the', 'gold', 'iphone', 'first', 'hand', 'was', 'such', 'a', 'beautiful', 'experience', '.', 'thank', 'god', 'i', 'went', 'with', 'the', 'gold', 'one', '.']","['seeing', 'the', 'gold', 'iphone', 'first', 'hand', 'was', 'such', 'a', 'beautiful', 'experience', 'thank', 'god', 'i', 'went', 'with', 'the', 'gold', 'one']","['seeing', 'gold', 'iphone', 'first', 'hand', 'beautiful', 'experience', 'thank', 'god', 'went', 'gold', 'one']",seeing gold iphone first hand beautiful experience thank god went gold one,0
2924,"RT TechInsights has the iPhone Xs Max in our labs, and our teardown is under way. Here is what we have found so fa…",1043572687929581573,"RT TechInsights has the iPhone Xs Max in our labs, and our teardown is under way. Here is what we have found so fa…","['RT', 'TechInsights', 'has', 'the', 'iPhone', 'Xs', 'Max', 'in', 'our', 'labs', ',', 'and', 'our', 'teardown', 'is', 'under', 'way', '.', 'Here', 'is', 'what', 'we', 'have', 'found', 'so', 'fa…']","['rt', 'techinsights', 'has', 'the', 'iphone', 'xs', 'max', 'in', 'our', 'labs', ',', 'and', 'our', 'teardown', 'is', 'under', 'way', '.', 'here', 'is', 'what', 'we', 'have', 'found', 'so', 'fa…']","['rt', 'techinsights', 'has', 'the', 'iphone', 'xs', 'max', 'in', 'our', 'labs', 'and', 'our', 'teardown', 'is', 'under', 'way', 'here', 'is', 'what', 'we', 'have', 'found', 'so', 'fa…']","['rt', 'techinsights', 'iphone', 'xs', 'max', 'labs', 'teardown', 'way', 'found', 'fa…']",rt techinsights iphone xs max labs teardown way found fa…,0
10418,"RT Savage, Huawei. https://t.co/mopo32M3ic",1043023649261809664,"RT Savage, Huawei. https://t.co/mopo32M3ic","['RT', 'Savage', ',', 'Huawei', '.', 'https', ':', '//t.co/mopo32M3ic']","['rt', 'savage', ',', 'huawei', '.', 'https', ':', '//t.co/mopo32m3ic']","['rt', 'savage', 'huawei', 'https', '//t.co/mopo32m3ic']","['rt', 'savage', 'huawei', '//t.co/mopo32m3ic']",rt savage huawei //t.co/mopo32m3ic,0
7148,Have you received your new or yet? The cameras on those phones are INCREDIBLE. Try Emulsify… https://t.co/xkcANqX9w0,1043201191130222592,Have you received your new or yet? The cameras on those phones are INCREDIBLE. Try Emulsify… https://t.co/xkcANqX9w0,"['Have', 'you', 'received', 'your', 'new', 'or', 'yet', '?', 'The', 'cameras', 'on', 'those', 'phones', 'are', 'INCREDIBLE', '.', 'Try', 'Emulsify…', 'https', ':', '//t.co/xkcANqX9w0']","['have', 'you', 'received', 'your', 'new', 'or', 'yet', '?', 'the', 'cameras', 'on', 'those', 'phones', 'are', 'incredible', '.', 'try', 'emulsify…', 'https', ':', '//t.co/xkcanqx9w0']","['have', 'you', 'received', 'your', 'new', 'or', 'yet', 'the', 'cameras', 'on', 'those', 'phones', 'are', 'incredible', 'try', 'emulsify…', 'https', '//t.co/xkcanqx9w0']","['received', 'new', 'yet', 'cameras', 'phones', 'incredible', 'try', 'emulsify…', '//t.co/xkcanqx9w0']",received new yet cameras phones incredible try emulsify… //t.co/xkcanqx9w0,0
4648,My new baby 🙌🏻 https://t.co/qY00HatmUS,1043354607647383553,My new baby 🙌🏻 https://t.co/qY00HatmUS,"['My', 'new', 'baby', '🙌🏻', 'https', ':', '//t.co/qY00HatmUS']","['my', 'new', 'baby', '🙌🏻', 'https', ':', '//t.co/qy00hatmus']","['my', 'new', 'baby', '🙌🏻', 'https', '//t.co/qy00hatmus']","['new', 'baby', '🙌🏻', '//t.co/qy00hatmus']",new baby 🙌🏻 //t.co/qy00hatmus,0
11444,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042877749524873218,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
12560,"With a price tag of $1449, Apple should probably give away a free Apple Watch series 3 with",1042743624558104578,"With a price tag of $1449, Apple should probably give away a free Apple Watch series 3 with","['With', 'a', 'price', 'tag', 'of', '$', '1449', ',', 'Apple', 'should', 'probably', 'give', 'away', 'a', 'free', 'Apple', 'Watch', 'series', '3', 'with']","['with', 'a', 'price', 'tag', 'of', '$', '1449', ',', 'apple', 'should', 'probably', 'give', 'away', 'a', 'free', 'apple', 'watch', 'series', '3', 'with']","['with', 'a', 'price', 'tag', 'of', '1449', 'apple', 'should', 'probably', 'give', 'away', 'a', 'free', 'apple', 'watch', 'series', '3', 'with']","['price', 'tag', '1449', 'apple', 'probably', 'give', 'away', 'free', 'apple', 'watch', 'series', '3']",price tag 1449 apple probably give away free apple watch series 3,0
4292,Lets learn inside of iphone xs and fix it https://t.co/tQkn8cXfOR,1043400895994552320,let us learn inside of iphone xs and fix it https://t.co/tQkn8cXfOR,"['let', 'us', 'learn', 'inside', 'of', 'iphone', 'xs', 'and', 'fix', 'it', 'https', ':', '//t.co/tQkn8cXfOR']","['let', 'us', 'learn', 'inside', 'of', 'iphone', 'xs', 'and', 'fix', 'it', 'https', ':', '//t.co/tqkn8cxfor']","['let', 'us', 'learn', 'inside', 'of', 'iphone', 'xs', 'and', 'fix', 'it', 'https', '//t.co/tqkn8cxfor']","['let', 'us', 'learn', 'inside', 'iphone', 'xs', 'fix', '//t.co/tqkn8cxfor']",let us learn inside iphone xs fix //t.co/tqkn8cxfor,0
